,alt_names,birth_date,key,name,top_subjects,top_work,type1,work_count,ratings_average,ratings_sortable,ratings_count,ratings_count1,ratings_count2,ratings_count3,ratings_count4,ratings_count5,want_to_read_count,already_read_count,currently_reading_count,readinglog_count,version
1504,"Stephen king/Stephen KING/King, Stephen Schriftsteller/Stephen, King/Richard Bachman ( LI CHA BA HE MAN ) . Stephen King ( SI DI FEN/STEPHEN KING/Stiven King/King Stephen/King, Stephen (1947- )/stephen king/King-Stephen/stephen-king/KING Stephen -/King, Stephen/stephen [writing as richard bachman] king/Stiven King (pod psevdonimom Richard Bakhman)/King Stiven./King Stiven/KING STEPHEN/Bachman, Richard (King, Stephen)/Stephen King,Stephen King/Stephen King,Richard Bachman,Stephen King/king stephen/King, Stephen; Bachman, Richard/Stephen Edwin King/King, Stephen, 1947-/King Stephen November 29, 2020/KING,STEPHEN/Стівен Кінг. Стивен Кинг. Stephen Edwin King/Richard Bachman; Stephen King/Stephen King:/Richard Bachman (Stephen King)/King. Stephen./Richard Bachman/كينغ، ستيفن،/King S./Stephen King ( Quote )/S King/Bachman, Richard/Bachman, Richard./Bachman Richard/King S/Srephen King/Jin/King.S./S.King/Sthephen KING/Beryl Evans/King, Stephen./Ke qing xin","September 21, 1947",OL19981A,Stephen King,"Fiction/Fiction, horror/Maine/Horror tales/horror/American Horror tales/fiction/Protected DAISY/Large type books/Horror fiction",Carrie,author,576,4.029636,4.0007887,3678,112,154,683,1293,1436,35507,6213,1968,43688,1812229551167635456
1505,"King-Hall, Stephen Sir./Stephen King-Hall/Stephen.* King-Hall/King-Hall, Stephen, Sir, 1893-/Stephen King- Hall/King-Hall, Stephen Sir",21 January 1893,OL117505A,Sir Stephen King-Hall,"Great Britain/Foreign relations/World politics/World War, 1914-1918/Juvenile literature/20th century/Modern History/History/Description and travel/1945-","Our own times, 1913-1934: a political and economic survey",author,126,0.0,2.047372,0,0,0,0,0,0,4,0,1,5,1809986147882893312
1506,,?,OL7829287A,Stephen King,"Business and economics/Fiction/FICTION / General/Competition/Catalogs/Canadian Art/Buildings, structures/Art, catalogs/Art, canadian/Art",Principles of Macroeconomics,author,16,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1807554291999703040
1507,Stephen King/Stephen Daryl King,1963,OL7420209A,Stephen D. King,"Geographic information systems/Coastal zone management/Wirtschaftsentwicklung/Western countries/Wealth/United states, politics and government, 21st century/United states, economic policy/United states, economic conditions, 21st century/United states, economic conditions/Stagnation (economics)",When the money runs out,author,17,,,,,,,,,,,,,1796074833568595972
1508,,,OL7829295A,Stephen King,"Fiction, horror/Fiction, anthologies (multiple authors)/Economics",Chiral Mad 5,author,14,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1807661287885242368
1509,,,OL7623295A,Stephen King-Hall,,The Diary of a U-Boat Commander,author,31,,,,,,,,,,,,,1796076637001875468
1510,Stephen Harris Morley King,1931,OL2031776A,Stephen King,New products/Brand name products/Marketing research/Marketing/Management/Branding (Marketing)/Advertising,Developing new brands,author,7,0.0,2.047372,0,0,0,0,0,0,2,0,0,2,1807888897500250112
1511,,1962,OL369754A,Stephen King,Australia/Public utilities/Privatization/Organizational effectiveness/Infrastructure (Economics)/Industrial management/Government policy/Government business enterprises/Corporations/Corporate profits,How big business performs,author,4,,,,,,,,,,,,,1796021408248102919
1512,,,OL7829294A,Stephen King,,Pet Sematary,author,2,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1809433902762164224
1513,,?,OL7829290A,Stephen King,,Display screen equipment: a user's guide,author,1,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1807888615582203904
1514,,,OL9120270A,Stephen King,,How many nations?: a study of regional differences in spending,author,1,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1807888592318496768
1515,,,OL14074018A,Stephen King,,Of Gods and Grasshoppers,author,1,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1807834511741812736
1516,,?,OL7829293A,Stephen King,Thirsk Grammar and Modern School,Ten years all in: the story of a comprehensive school.,author,1,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1808441855459721216
1517,,,OL7829296A,Stephen King,Social sciences,Living in society,author,1,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1807454864577396737
1518,,?,OL14028893A,Stephen King,,Finance on a Beermat,author,1,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1807193139099729920
1519,,,OL11448100A,STEPHEN KING-HALL,,OUR OWN TIMES 1913 - 1934 VOLUME II,author,2,,,,,,,,,,,,,1795957078017179648
1520,,,OL11169076A,Stephen King Italia,,Quando a Derry Fa Buio,author,2,,,,,,,,,,,,,1795952800718389250
1521,,,OL13288217A,Joshua Stephen King,,Line by line,author,2,,,,,,,,,,,,,1795984246264823814
1522,,,OL13010803A,D. Stephen King,Social sciences/Psychology,Posttraumatic Abortion-Related Stress in Psychiatric Outpatients,author,2,,,,,,,,,,,,,1795981025750286347
1523,,,OL11573963A,Anthony Stephen King,,British politics,author,2,,,,,,,,,,,,,1795958584111005713
1524,,,OL5427061A,Nigel Stephen King,,Mild head injury and predicting the development of persistent post concussion symptoms and the investigation of a brief neuropsychological screening battery,author,2,,,,,,,,,,,,,1796045054007050243
1525,,,OL3512484A,Rev. Stephen King,Study and teaching/Religious education/Pastoral psychology/Pastoral Care/History/Education/Clinical pastoral education (Movement)/Association for Clinical Pastoral Education,Trust the Process,author,2,,,,,,,,,,,,,1796019906981920778
1526,,,OL14640895A,Stephen King- Hall,,,author,0,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1811691502662844418
1527,,,OL10319729A,Stephen Stephen King-Hall,,Diary of a U-Boat Commander,author,2,,,,,,,,,,,,,1795938171500888070
1528,,,OL9909717A,Scott Snyder Stephen King,,Amerikan Vampiri - Cilt 1,author,2,,,,,,,,,,,,,1796108795641856002
1529,,,OL13677830A,Ulysses  Stephen King Jr.,,,author,0,,,,,,,,,,,,,1799153546378084352
1530,,,OL14375578A,Sir Stephen King-Hall,,,author,0,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1810794170994917376
1531,Stefan Lazarević Prince of Serbia/Stephen King of Serbia/Stefan Lazarević Despot of Serbia,ca. 1373,OL1576676A,Stefan Lazarević Prince of Serbia,Serbia/History/To 1456/Stephen King of Serbia (ca. 1370-1427)/Stefan Lazarević Prince of Serbia (ca. 1373-1427)/Sources/Mining law/Mines and mineral resources/Kings and rulers/Biography,Zakon o rudnicima despota Stefana Lazarevića,author,8,,,,,,,,,,,,,1795993265017716736
1532,,,OL11474524A,Commander Sir Stephen King-Hall,,Defence in the Nuclear Age,author,2,,,,,,,,,,,,,1795956834726576132
1533,,,OL12234420A,Stephen King-Hall Ian Hay,,The Middle Watch; A Romance of the Navy,author,2,,,,,,,,,,,,,1795967942398050304
1534,,,OL14520886A,the outsiders by stephen king,,,author,0,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1811239420290924546
1535,,,OL11414296A,R. K.; Stephen King-Hall Ullmann,,GERMAN PARLIAMENTS. A Study of the Development of Representative Institutions in Germany.,author,2,,,,,,,,,,,,,1795955445732474892
1536,,,OL2846578A,Stephen B. King,Training of/Employees/Évaluation/Training/Rendement au travail/Personnel/Performance standards/Organizational Behavior/Normes/Management Science,Human Performance Improvement,author,25,,,,,,,,,,,,,1796008900893343750
1537,,,OL3118826A,Stephen M. King,Ultrastructure/Cytology/Cilia and ciliary motion/Cilia/Cell Movement/Trilharen/Science/SCIENCE/Public administration/Proteins,Dyneins,author,35,,,,,,,,,,,,,1796014844172828683
1538,,,OL232235A,Stephen Michael King,"Children's fiction/Child and youth fiction/Juvenile fiction/Fiction/Dogs, fiction/Picture books for children/Dogs/Fathers and sons/Swine/Self-confidence, fiction",The pocket dogs,author,155,,,,,,,,,,,,,1796003121733828608
1539,,,OL3383126A,Stephen R. King,"Unassigned Title/Problems, exercises/Macroeconomics",Hall and Taylor's Macroeconomics,author,19,,,,,,,,,,,,,1796016213966454799
1540,,,OL2722188A,Stephen Graham King,Patients/Cancer/Biography,Chasing Cold,author,16,,,,,,,,,,,,,1796007329594867719
1541,,,OL3249813A,Stephen J. King,"Islam and politics/Democracy/Authoritarianism/Africa, north, politics and government/Wirtschaftsreform/Structural adjustment (economic policy)/Structural adjustment (Economic policy)/Politics and government/Political science/Political culture",Lure of Authoritarianism,author,16,,,,,,,,,,,,,1796014289030479885
1542,,,OL8376154A,Sir William Stephen Richard King-Hall,,Diary of a U-Boat Commander Illustrated,author,17,,,,,,,,,,,,,1796088517036605444
1543,,,OL3084360A,Stephen A. King,"Reggae music/Rastafari movement/Musical criticism/Music, social aspects/Music, jamaican/Music, history and criticism/Blues (music)",Terror and Truth,author,12,,,,,,,,,,,,,1796011296710197255
1544,"Hastings-King, Stephen William/Hastings-King, Stephen (Stephen William)/Hastings-King, Stephen",,OL8073326A,Stephen Hastings-King,Social conditions/Régie nationale des usines Renault/Politics and government/Philosophy/Nature/Industrial sociology/History and criticism/History/Gardening/Employees,Looking for the Proletariat,author,6,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1807044104064860160
1545,,,OL2966645A,Stephen P. King,TECHNOLOGY & ENGINEERING/Systems engineering/Structural health monitoring/Reference/Engineering (General),PTSD : Cleaning and Clearing Shock & Trauma,author,8,,,,,,,,,,,,,1796012206769307653
1546,,1963,OL6774970A,Stephen D. King,"Economic policy/Western countries/Economic conditions/Developing countries/21st century/United states, economic conditions/Stabilité économique/Social policy/Politique économique/Political science",Economic Rationalism: Dead End or Way Forward?,author,8,,,,,,,,,,,,,1796064716991234049
1547,,,OL1958536A,Stephen W. King,Vplivi/Social interaction/Social influence/Social aspects of Communication/Social aspects/Power (Social sciences)/Komuniciranje/Influence (Psychology)/Družbe/Communication,Communication and social influence,author,6,,,,,,,,,,,,,1795998333617045512
1548,,,OL9242859A,Stephen B King,,"Glimpse, The Tender Killer",author,6,,,,,,,,,,,,,1796101056006979586
1549,,,OL9331765A,Stephen H King,,Trial of Ice (Elf Queen of Kiirajanna),author,6,,,,,,,,,,,,,1796100706324709376
1550,,,OL3126443A,Stephen H. King,Fiction/Biographical fiction/Air pilots,Trial of Fire,author,6,,,,,,,,,,,,,1796014416785833993
1551,,,OL1497092A,Stephen Lynn King,"History/Soldiers/Kentucky/Genealogy/Confederate States of America/Civil War, 1861-1865/Warren County (Ky.)/Warren County/United States Civil War, 1861-1865/United States","Rich Pond Methodist Episcopal Church, South",author,6,,,,,,,,,,,,,1795991982358659077
1552,,,OL4299205A,Stephen G. King,Training/Physiological aspects of Jumping/Physiological aspects/Mechanical properties/Jumping/Human mechanics/Dogs/Clicker training (Animal training)/Arm,The contribution of arm swing to vertical jumping height,author,5,,,,,,,,,,,,,1796028593556422658
1553,,,OL9900114A,Stephen D. King,,We Need to Talk about Inflation,author,5,,,,,,,,,,,,,1796108575299338242
1554,,975?,OL8966982A,Stephen I King of Hungary,Stephen I King of Hungary (975?-1038)/Sources/Hungary/Law/History/Emeric Saint (1007-1031)/11th century,Esortazioni al figlio ; Leggi e decreti,author,6,,,,,,,,,,,,,1796095260137357318
1555,,,OL9474464A,Stephen W King,,Communication and social influence (Addison-Wesley series in human communication),author,4,,,,,,,,,,,,,1796102428760735756
1556,,1964,OL7010917A,Stephen A. King,"Social aspects/History and criticism/History/Reggae music/Rastafari movement/Music, social aspects/Music, jamaican/Music, history and criticism/Music, american/Music and tourism","Reggae, Rastafari, and the rhetoric of social control",author,4,,,,,,,,,,,,,1796070664245870593
1557,,,OL3435532A,Stephen S. King,,From Cotton Fields to Coal Fields,author,4,,,,,,,,,,,,,1796017386621501454
1558,,,OL10589878A,Stephen E. King,,Dark Passenger,author,3,,,,,,,,,,,,,1795943589673435138
1559,,,OL8026120A,Stephen L. King,Locomotives/Headlights,Locomotive gyrating warning lights,author,3,,,,,,,,,,,,,1796083624966094857
1560,,,OL5223944A,Stephen Peter King,,Vibration analysis of gas turbines by intelligent knowledge base systems,author,2,,,,,,,,,,,,,1796042372455333893
1561,,1961,OL6626442A,Stephen J. King,"Social conditions/Politics and government/Political science/Political culture/Middle east, social conditions/Middle east, politics and government/Democratization/Authoritarianism/Africa, north, social conditions/Africa, north, politics and government",The new authoritarianism in the Middle East and North Africa,author,2,,,,,,,,,,,,,1796062118343081987
1562,,,OL3730478A,Stephen L King,Locomotives/Headlights,Locomotive gyrating warning lights,author,2,,,,,,,,,,,,,1796020483611688977
1563,,,OL12772755A,"KING,STEPHEN MICHAEL",,"La Tour Sombre, Tome 1 : Le Pistolero",author,2,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1807265016791957504
1564,,,OL12248990A,"King, Francis X. & Skinner, Stephen",,NOSTRADAMUS,author,3,,,,,,,,,,,,,1799152331641585666
1565,Stephen Mickael King,,OL3135569A,King Stephen Mickael,,,author,0,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1807834544086188034
1566,,,OL6463366A,Stephen D. W. King,Study and teaching/Pastoral psychology/History/Clinical pastoral education (Movement)/Association for Clinical Pastoral Education,Trust the process,author,2,,,,,,,,,,,,,1796060551155023874
1567,,,OL6575816A,Stephen M. King PhD,Public interest/Public administration,"Administration in the public interest: principles, policies and practices",author,2,,,,,,,,,,,,,1796061226716889093
1568,,,OL9341801A,Mr Stephen B King,,The Vigilante Taxi,author,2,,,,,,,,,,,,,1796102535033913347
1569,,,OL2711485A,Stephen Skinner Francis King,Magic,Techniques of High Magic,author,2,,,,,,,,,,,,,1799151991003283456
1570,,,OL3087845A,STEPHEN SKINNER FRANCIS KING,,TECHNIQUES OF HIGH MAGIC,author,2,,,,,,,,,,,,,1799152064979271681
1571,,,OL12774744A,Stephen Michael King Victor Kelleher,,Goblin in the City,author,2,,,,,,,,,,,,,1795977082758496271
1572,,,OL5515371A,king of Serbia Stephen II,"Saint, monk Simeon (1114-1200)",Žitije i žizan Svetog Simeona,author,2,,,,,,,,,,,,,1796045741423067137
1573,,,OL3473900A,Stephen Rhys And King Palmer,,The A B C Of Church Music,author,2,,,,,,,,,,,,,1796019461455609858
1574,,,OL12258152A,"King, Francis X., Skinner, Stephen",,Nostradamus,author,2,,,,,,,,,,,,,1799152505449349120
1575,,,OL13557148A,King Of Hungary. ) Stephen I (St,,"Vita Sanctorum Stephani Regis et Emerici Ducis, Recens. , Disquisitionesque Criticas Adiecit M. Florianus (hist. Hung. Fontes Domestici : . ), Part 1",author,2,,,,,,,,,,,,,1795988033255768072
1576,,,OL12256153A,"King-Hall, Stephen, and Ullmann, Richard K.",,German Parliaments a Study of the Development of Representative Institutions in Germany,author,2,,,,,,,,,,,,,1795968729962512393
1577,,,OL13858659A,Stephen 1893 King-Hall,,,author,0,,,,,,,,,,,,,1804515168569262080
1578,,,OL14617196A,Francis King Francis King and Stephen Skinner,,,author,0,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1811596109202587648
1579,,,OL12261821A,"Quigley, Stephen P., McAnally, Patricia L., Rose, Susan, King, Cynthia M.",,Reading Milestones Level 3 Yellow Book 4,author,2,,,,,,,,,,,,,1795970224153952257
1580,,,OL14557948A,King-Hall William Stephen Richard,,,author,0,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1811373725980819458
1581,,,OL14630420A,William Stephen Richard King-Hall,,,author,0,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1811649128161083392
1582,,,OL14505825A,Sir William Stephen Richard King- Hall,,,author,0,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1811185126422347776
1583,,,OL12211912A,"Teri Belf & Joan King, Stephen Covey, Bonita Brown, Camille Primm, Robert Fioretti, Karyn Nishimura Sneath, Kenneth Blanchard, Tim Mann, James Carter,",,Discover Your Inner Strength,author,2,,,,,,,,,,,,,1795969192334196749
1584,,,OL3673578A,"Stephen (George H. Scithers, editor) (Chet Williamson; R. Bretnor; Fred Chappell; Patricia Anthony; Ian Watson; Kij Johnson; Ian MacLeod; Peg Kerr; Mark Noe; Darrell Schweitzer; Jason van Hollander) King",,,author,0,,,,,,,,,,,,,1796020153317589002
1585,"Charles P. Baudelaire/Charles Pierre Baudelaire/Charles-Pierre Baudelaire/Charles BAUDELAIRE/Baudelaire Charles/Baudelaire/Charles/Baudelaire, Charles, 1821-1867/CHARLES BAUDELAIRE/Baudelaire/Char Baudelaire/Baudelaire, Charles,1821-1867/Baudelaire                   C/BAUDELAIRE/BAUDELAIRE-C/charles baudelaire/C. Baudelaire/charles-baudelaire/BAUDELAIRE CHARLES/Charles.- BAUDELAIRE/BAUDELAIRE Charles/Baudelaire Ceus/C Baudelaire/Charles, Baudelaire,/Charles ""Baudelaire ""/Baudelarie/BAUDELAIRE,CHARLES/Charles 1821-1867 Baudelaire/Charles Baudelaire (Francia)/Charles Charles Baudelaire/BAUDELAIRE Charles./Baudelaire-C",9 April 1821,OL117429A,Charles Baudelaire,Charles Baudelaire (1821-1867)/Translations into English/19th century/Art/Poetry (poetic works by one author)/Art criticism/France/Correspondence/Poetry/History,Les fleurs du mal,author,2313,,,,,,,,,,,,,1795960133627412487
1586,,,OL10751287A,Charles Baudelaire,"Poetry (poetic works by one author)/Pets/Literature, collections",Fleurs du Mal,author,635,,,,,,,,,,,,,1795945258703388672
1587,,,OL13961625A,Charles. Baudelaire,,,author,0,,,,,,,,,,,,,1805606376451342337
1588,,,OL14542838A,Charles Charles Baudelaire,,,author,0,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1811317114785497088
1589,,,OL14512635A,Charles Baudelaire Charles Baudelaire and Félix-François Gautier,,,author,0,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1811208147544571905
1590,,,OL9877179A,Tozan Alkan Charles Baudelaire,,Fanfarlo,author,2,,,,,,,,,,,,,1796108158767202309
1591,,,OL9938323A,Erdogan Alkan Charles Baudelaire,,Kotuluk Cicekleri,author,2,,,,,,,,,,,,,1796109060763811851
1592,,,OL12210820A,Charles Baudelaire Edgar Allan Poe,,"Les meilleures histoires extraordinaires, grotesques et sérieuses (Évasion)",author,2,,,,,,,,,,,,,1795968933458608129
1593,,,OL12805038A,"Robert Poe, Edgar Allan Poe, Charles Baudelaire",,Retour à la maison Usher,author,2,,,,,,,,,,,,,1795979847820902402
1594,,,OL12284508A,Edgar Allan Poe traduction de Charles Baudelaire,,LA LETTRE VOLEE,author,2,,,,,,,,,,,,,1795969035024728078
1595,,,OL13644547A,Charles 1821-1867 Baudelaire,,Théophile Gautier,author,4,,,,,,,,,,,,,1795990781802053637
1596,,,OL14506212A,Baudelaire Charles,,,author,0,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1811186352411115520
1597,,,OL11442251A,"Baudelaire, Charles) Turnell, Martin",,Baudelaire. A Study of His Poetry,author,2,,,,,,,,,,,,,1795955519591022599
1598,,,OL11427843A,"George, Stefan, Baudelaire, Charles",,Baudelaire. Die Blumen des Bösen,author,2,,,,,,,,,,,,,1795956749389266957
1599,,,OL11488858A,"Baudelaire, Charles Mayne, Jonathan,",,"Art in Paris, 1845-1862",author,2,,,,,,,,,,,,,1795957922811871240
1600,,,OL11448701A,"Baudelaire, Charles; Quennell, Peter ed.",,"The Essence of Laughter & Other Essays, Journels & Letters",author,2,,,,,,,,,,,,,1795957319633207300
